speedchat-01.wav|In 1992, I co-founded a company with Chip Morningstar and Douglas Crockford named Electric Communities. We initially did a lot of consulting for various media companies that were looking to leverage the emerging online gaming industry. One of those companies was Disney.
speedchat-02.wav|Disney had formed a group to look into taking the brand online, including a full-fledged multiplayer experience as early as 1996, when the were considering a product called HercWorld, which was to leverage the upcoming movie franchise Hercules. Having built Lucasfilm's Habitat and WorldsAway, we were clearly amongst a handful of teams that had successfully constructed social virtual worlds that'd made any real money, and Crock had media connections from his days a Paramount, so they brought us in to discuss what it would take to build a kid-safe virtual world experience.
speedchat-03.wav|They had hired their own expert to lead the project, a former product manager for Knowledge Adventure – a kid's software company that'd done some 3D work as well as their own online project KA-Worlds, which was meant to link sick children in hospitals together using computers and avatars.
speedchat-04.wav|Disney makes no bones about how tightly they want to control and protect their brand, and rightly so. Disney means "Safe For Kids". There could be no swearing, no sex, no innuendo, and nothing that would allow one child (or adult pretending to be a child) to upset another.
speedchat-05.wav|I found myself unable to reconcile the idea of a virtual world, where kids would run around, play with objects, and chat with each other without someone saying or doing something that might upset another. Even in 1996, we knew that text-filters are no good at solving this kind of problem, so I asked for a clarification: "I'm confused. What standard should we use to decide if a message would be a problem for Disney?"
speedchat-06.wav|The response was one I will never forget: "Disney's standard is quite clear:
speedchat-07.wav|No kid will be harassed, even if they don't know they are being harassed."
speedchat-08.wav|"So much for no-harm, no-foul," Chip grumbled, quietly. This requirement lead me to some deep thinking over the coming weeks and months about a moderation design I called "The Disney Panopticon", but that's a post for another day…
speedchat-09.wav|"OK. That means Chat Is Out of HercWorld, there is absolutely no way to meet your standard without exorbitantly high moderation costs," we replied.
speedchat-10.wav|One of their guys piped up: "Couldn't we do some kind of sentence constructor, with a limited vocabulary of safe words?"
speedchat-11.wav|Before we could give it any serious thought, their own project manager interrupted, "That won't work. We tried it for KA-Worlds."
speedchat-12.wav|"We spent several weeks building a UI that used pop-downs to construct sentences, and only had completely harmless words – the standard parts of grammar and safe nouns like cars, animals, and objects in the world."
speedchat-13.wav|"We thought it was the perfect solution, until we set our first 14-year old boy down in front of it. Within minutes he'd created the following sentence:
speedchat-14.wav|I want to stick my long-necked Giraffe up your fluffy white bunny.
speedchat-15.wav|KA-Worlds abandoned that approach. Electric Communities is right, chat is out."
speedchat-16.wav|That was pretty much settled, but it felt like we had collectively gutted the project. After all, if the kids can't chat, how could they coordinate? It'd end up being more like a world where you could see other players playing but you couldn't really work with them much. [Side note: Sadly, a lot of MMORPG play is like this anyway, see Playing Alone Together.]
speedchat-17.wav|As I starting daydreaming about how to get chat back into this project, we moved on to what activities the kids might do in the now-chat-free HercWorld. It was standard fare: Collect stuff, ride stuff, shoot at stuff, build stuff… Oops, what was that last thing again?
speedchat-18.wav|"…kids can push around Roman columns and blocks to solve puzzles, make custom shapes, and buildings.", one of the designers said.
